fid,reviewer,rating,review_date,thumbs_up,translated_review_text
f523,A Google user,1,10/6/2017 17:49,0,"Unable to add a card so it is not possible to use, totally useless.To clarify, I press register when I buy my ticket and everything goes well, I can fill in all the boxes but then I can not move on, the button saves is black and cannot be interacted with.Am not interested in paying my travels on invoice.And yes, I have activated insecure card payment on my bank for 60 minutes when I do this so it is not where the shoe squeezes.I have tried to add a card now 10 times for several months."
f524,A Google user,1,10/4/2017 17:23,0,Timetables that do not show any delays.The lack of the ability to reload the list of travel proposals between two places.
f525,A Google user,2,10/2/2017 7:09,0,"After several months of being release, it's still not possible to buy a ticket to Skåne - Älmhult, which was possible in the previous app."
f526,A Google user,2,9/24/2017 10:23,0,Really stupid that you still can't add and pay with a jojo card.And why not have the opportunity to change languages to English?Typically developers to rather release an app as early as possible that is not 100% than wait a little longer and really release a good solid app that covers everyone's needs.
f527,A Google user,2,9/20/2017 16:52,3,I'm an International student .... How am I supposed to use it if its written in Swedish only.
f528,A Google user,4,9/20/2017 12:22,9,"The app has gotten better during the six months it has existed, so it goes in the right direction!"
f529,A Google user,2,9/18/2017 12:47,0,"The other, older, app suddenly has a structural payment handling error. So I tried this app. However, this app does not even allow me to register a trip to buy (let alone pay for it). I see the trip, but when trying to buy, no start or end point show up. I have a standard samsung (S7) with original latest firmware. Even the Skanetraficken office in Lund could not make it work. Sad to see a previously working app now unusable."
f530,A Google user,3,9/14/2017 10:17,0,"I have this app installed but I'm not using it at all as it hasn't achieved feature parity with the old app. I even find that sometimes, it reports the train times wrongly, the other day coming from Copenhagen it completely missed a train. Something the old app didn't do. In any case I keep monitoring it once a while as I do like the interface. It would be nice if I can register and have my jojo card period ticket receipt on this so I can show the ticket inspectors on the train."
f531,A Google user,2,9/4/2017 20:45,0,What is the point if you can't book a ticket to Copenhagen...
f532,A Google user,3,9/4/2017 7:15,0,"My Samsung Galaxy S5 Neo used to Krasha at this time, sometimes you had to wait a couple of hours before the phone could start again.This happened daily.However, it has not happened since I uninstalled the app, 5 days ago."
f533,A Google user,2,8/30/2017 7:43,0,"When you search a journey and the bus cannot drive it, please don't show it on the journey planner. My bus did not stop at the place where my connecting bus goes from but the information was not obvious enough."
f534,A Google user,1,8/29/2017 16:20,0,"App asks ""Where do you want to go?"", so any reasonable person will assume that you tap the box underneath that to type your destination. But then the page transforms and what you type there DOESN'T go into the box labeled ""to"", but the box labeled ""from"".   This makes NO sense whatsoever.   Also, stop bugging me to start location services!!! I don't want to waste battery and I know what bus stop I need. How many of your customers are actually completely oblivious to where they are?   Also, make it *obvious* when the departure time displayed has been affected somehow! If the bus is 10min late, it might catch up to its time table and when you show up at the time in the app, you're 10 min late!"
f535,A Google user,3,8/29/2017 9:18,1,Looks better but has less features. Why release an app that doesn't sell tickets for the biggest airport in the vicinity?
f536,A Google user,4,8/29/2017 7:09,0,Works well for my purposes. Works very well to buy 30 day periods. I still miss the old feature of saving predefined trips. I also miss a functionality to have a shortcut to your 30 day period ticket directly on the home screen. Quite a few clicks for being able to show your ticket..
f537,A Google user,3,8/16/2017 13:02,1,"The app seems nice, but is it possible to have a train bill offline?Due to no wifi is on the Öresund train and I run a tablet.I am a student and commute to Blekinge.Help!!!"
f538,A Google user,1,8/16/2017 11:26,0,Funny app.Have bought easy trip and it activates directly.What is the crap.Then I can't use the ticket later.It's like I let go of my money for nothing.Poor customers or how.
f539,A Google user,3,8/13/2017 9:35,0,I could buy tickets to/from Copenhagen on the old app but not on this new one. Seriously inconvenient.
f540,A Google user,1,8/10/2017 9:07,4,All travel proposals are based on taking one of the canceled trains today.We usually call such a bug for showstopper.You do not release a product that cannot pass such a critical Use case.
f541,A Google user,5,8/2/2017 8:34,0,Quick suggestion. After I've found my travel plan I would love to be able to go direct to my tickets from the plan. Only option I see is to buy a ticket... So I end up going back to the main page and from there to tickets.  Great app. Waiting for the train tickets to be added :)
f542,A Google user,3,7/31/2017 14:46,1,"""Corrected"" departure times never correct! I live at the first stop, so buses are mostly on time. Nevertheless, the app insists they are 3 minutes late, but doesnt tell that this is a ""corrected"" time on the front screen.  Sick of missing buses like that!!!"
f543,A Google user,3,7/20/2017 13:37,2,"Would be useful if the app would give a reason why it cannot give out a ticket. Even better would be an option of a ticket to the leg of a trip that falls within Skåne, if the trip otherwise is stretching out to other counties. The fact that the app cannot buy a ticket to Kastrup is quite baffling. Hope it can be ironed out."
f544,A Google user,1,7/12/2017 10:34,0,Its google maps
f545,A Google user,3,7/4/2017 13:44,3,"Now I have been waiting for improvements for a while and I was happy when I saw that you finally put in so that it should be possible to see if something has resigned!But does not see anything new obvious .. Think about whether the very subtle color the difference was there before?It is still too cumbersome to even produce their ticket.Still losing your search if you have to get the ticket.Give me a widget or shortcut, hell swipe from the right in any screen could have produced a pinned or last ticket, or swipe again for the next.Even better remove the drawer and run bottom navigation.It is easy to have bus cards on the mobile, but it is also much more frustrating when it is not possible to get the ticket faster than physical bus cards.Also think that when on a trip you see the stroke time cannot distinguish between delay and departure.Also think that time should always be in chronological order, ie if the bus resigned early then the time should be at the bottom as it does.If the bus departed late, the erased time should be at the top.When you press up so you see all stations you can't see if the bus departed from previous stops.Edit: Ellee so can you with the dot in filled?Which means that you cannot see when it departs from the other stops.For the time, only when the circle is filled.If the circle symbolizes departure, this needs to be uniform on the side before seeing your prey.There the destination circle is not filled in even if it has resigned/emerged.And the start the circle is filled with an icon.Either you need a UX or less focus on making it look so nice.It is difficult to get information quickly and easily.Without a difference between delay and departure, traveling with a change does not even get space without scroll on an S8."
f546,A Google user,4,7/3/2017 19:36,1,Do you have English version of this app.. will be helpful if you share one..
f547,A Google user,1,6/28/2017 20:43,1,"Skånetrafiken is the worst ever! 3/4 there is a problem regarding the trains departure, and if you depend on public transportation it's really devastating! It's unbelievable how bad skånetrafiken is.."
f548,A Google user,1,6/26/2017 23:03,0,"Wouldn't let me register payment preferences, so I couldn't use the app at all despite fairly using Android 6 which isn't that old. Useless."
f549,A Google user,3,6/22/2017 9:39,1,"The app is simpler and nicer than last, but almost too simple.Unable to save travel roads and it is a pity that you have to leave your search for the route to get the ticket.Hope that the app and digital tickets continue to develop, it is smooth but can be so much better."
f550,A Google user,2,6/20/2017 10:54,1,Unable to book a ticket to the airport in Copenhagen.So still have to use the old app ..
f551,A Google user,2,6/13/2017 9:23,1,I am only allowed to buy tickets from the busses 1/2/7. This is a problem when i want to take the 22 bus.
f552,A Google user,1,6/4/2017 11:56,1,No english version!
f553,A Google user,4,6/3/2017 12:48,2,Why 3 clicks to reach my tickets? It's what I use the most.
f554,A Google user,2,5/30/2017 10:01,1,"Can't use it for what I need, ie from CPH to Malmö.Thinking about doing in previous version."
f555,A Google user,4,5/28/2017 13:28,1,"I like the app and it is super easy now to travel around with just my device. The only problem that I encounter almost daily is that the QR code disappears when not connected. I always lose connectivity when traveling underground from Malmo C to Hyllie and then i have to show the app without QR to the bus driver at Hyllie. They have no problem with it, but this one should be fixed so that the code is always visible for use when taking the bus."
f556,A Google user,4,5/20/2017 22:17,1,"A good start. It would help if the different transport modes (ie walking, buses & trains) had different colours on the map. Especially walking. Also on the map the bus stops should be more visible and named. Finally, the map should include temporary changes to bus stops."
f557,A Google user,3,5/14/2017 11:48,2,It could be nice to have the options for english
f558,A Google user,3,5/9/2017 16:02,5,"Good start to a modern travel app!But: - Fimp the hamburger menu in the Android app, do as on the iPhone (or in Spotify's Androidapp)!There are only three views after all.- Color code different sections on the map such as time, bus, train etc - let me have more than 5 favorites!Thanks in advance!"
f559,A Google user,1,5/8/2017 18:34,0,It is not good
f560,A Google user,1,5/3/2017 16:32,0,Absolutely incredible that you still have to use the local traffic app.What do you do with Skånetrafiken ???Your app is completely lousy!Can't you buy the local traffic app or anything?Grrr :(
f561,A Google user,3,5/1/2017 11:39,7,"A shortcut to active tickets is needed.Otherwise, it may take forever to show the ticket on the train if you are on a ""search trip"" page."
f562,A Google user,3,4/30/2017 6:54,5,Walking should have a different colour on the map.
f563,A Google user,3,4/26/2017 22:59,3,So good development but every time you find the ticket you have to start browsing.Could have been settings so the first page when you open the app so it shows my ticket which in my case is monthly card for the whole of Skåne
f564,A Google user,3,4/26/2017 16:40,4,"Good by law, but that it is not possible to update the times in the view for a selected trip is damn just over.Often you have chosen a chain of trips where you are interested in seeing updated arrival and departure times during the journey."
f565,A Google user,4,4/24/2017 17:24,1,Missing support for using PIN or Fingerprint before buying tickets for higher security.Also why you can't buy tickets for CPH ...
f566,A Google user,1,4/24/2017 8:25,1,"Unable to register Swedish number, unable to buy tickets to and from Copenhagen"
f567,A Google user,2,4/21/2017 6:21,0,"Please note that this app is primarily for buying tickets. It is not for checking timetables and different route alternatives. For such things, use the old apps."
f568,A Google user,3,4/20/2017 7:27,5,"Good update!Too many clicks to get their period ticket, shortcut on the first screen please!And when you look at details on the trains it would have been good if there always stood all intermediate times."
f569,A Google user,2,4/14/2017 9:06,2,Awful UI compared to the old app. The old one let's me see seven travel alternatives without scrolling; this one let's me see two.
f570,A Google user,1,4/13/2017 10:51,2,Does not work with Finnish telephone numbers. Beware.
f571,A Google user,3,4/11/2017 18:03,2,It would be good to have English version
f572,A Google user,1,4/6/2017 14:29,0,On my phone (samsung s4) the app would not allow me to buy any tickets. Just look at the different routes
f573,A Google user,1,4/5/2017 11:34,2,Please consider English speakers in mind. A lot of newcomers don't speak Swedish. Do it ASAP
f574,A Google user,2,4/4/2017 12:36,0,"Can't add the time in the calendar like last, does not stand how to add their bus card and mass is missing.Why not let us log in by account instead of number?"
f575,A Google user,2,4/2/2017 18:14,1,"There are some occasional things that are better in this than the previous app.However, the problem is that you have removed everything that was actually good about the last app.Isn't it easier to do a market research before you start developing?"
f576,A Google user,5,4/1/2017 19:43,0,Best
f577,A Google user,1,4/1/2017 10:07,3,The tickets are valid for way too short time! Did not have time to make my last connection within the validity of the ticket! Sometimes the qr code doesn't load and there's no way to scan the ticket
f578,A Google user,2,3/30/2017 23:50,0,"What do you do when you don't know the specific name of your destination? Or, beginning?"
f579,A Google user,4,3/30/2017 23:04,5,It's unfortunate that you can't view your ticket without removing the current search. Thus requiring you to re-search between each stop if you want to keep the time table in the phone.
f580,A Google user,1,3/30/2017 21:24,0,"The travel planner was much better, is this how my ticket money is wasted ????????????? !!"
f581,A Google user,3,3/30/2017 15:09,4,Need to be able to purchase tickets to CPH and Köpenhamn H. Otherwise it serves no purpose.
f582,A Google user,1,3/29/2017 18:28,0,"Prices are higher and the app is unmatched.You can't see more than two bus hours at a time and the map takes up too much space.I think it's bad that Duo can't buy.Also do not understand why you should pay more per ticket if you buy to 1 person than if you buy for 2, it does not work when you travel or train (with, for example, SJ)."
f583,A Google user,3,3/29/2017 17:15,2,Why can't I buy tickets from home to CPH ?? Good GUI but you forgot the essential thing ... To buy a ticket ...
f584,A Google user,2,3/29/2017 15:11,1,Significantly worse than the previous travel planner.Much less information about each departure and poor overview of different departures.Continued to use the excellent travel planner instead
f585,A Google user,3,3/29/2017 14:48,1,+ Stylish -It is more expensive than before it is thought that it says that you have a bigger discount.-It shows with trips where you have to go up to 500m.They are just hard to scroll by and have not found a setting on it.
f586,A Google user,2,3/28/2017 21:01,6,"Where is the real -time information?Where is the search history?Use the entire screen to display information instead of just air, preferably as compact as possible so you get an overview."
f587,A Google user,1,3/28/2017 16:46,0,Higher price on the monthly ticket for me as a student.
f588,A Google user,2,3/28/2017 15:34,0,Very bad
f589,A Google user,5,3/27/2017 21:24,1,Less cluttered than the old one. Good feel and I love that the app has support for buying 30 day ticket.
